id;imdb_id;titulo;poster_path;puntuacion_media;votos;contgeneros;id_genero;id_genero;id_genero;id_genero;id_genero;id_genero;id_genero;id_genero
46105;tt1179947;American: The Bill Hicks Story;/9GlEONo1Q1Pq86fU1NfBwLaEg9U.jpg;8;20;2;35;99;;;;;;
46112;tt0270911;Dawg;/9sqcwV6a9anXhNGnDN0sbQucRr4.jpg;4,5;12;2;35;10749;;;;;;
46119;tt0197384;Crime + Punishment in Suburbia;/eJ71YFS6FkwNmz4yGZE7zpHLfHo.jpg;6,1;14;1;18;;;;;;;
46121;tt1100911;The Capture of the Green River Killer;/wlmLgAXhK7gdIoK37zirTHhf8zu.jpg;7,3;2;4;18;9648;53;80;;;;
46127;tt1411249;Sorority Wars;/le8MKwYdv8wOKcVFFVpBcyVmKBe.jpg;6;70;4;35;18;10751;10770;;;;
46136;tt0074216;The Blank Generation;/c9gBcyjOeDCXT2wVe9tmXzDxfA.jpg;5;4;2;99;10402;;;;;;
46138;tt1371155;Made in Dagenham;/9jaYXw11xWdE7U0VQwguOzYlsJG.jpg;6,6;94;3;35;18;36;;;;;
46145;tt0044750;Invasion, U.S.A.;/rWX1fdrp7FMftT1VLr1mdueXZOU.jpg;1,5;2;2;18;878;;;;;;
46158;tt0077332;Holocaust 2000;/tns4LDq1hqcV5vhlU6ErrwS0TF.jpg;5,2;7;2;878;18;;;;;;
46159;tt0025829;Stand Up and Cheer!;/mBuswHb8Y7a0PM2L7wXqbEMp8mF.jpg;4;3;3;35;10402;10751;;;;;
46169;tt1017465;Twitches Too;/bueTS6wabNUi1FZYTeF9FvUM35M.jpg;5,5;51;4;18;10751;14;10770;;;;
46184;tt0036757;Destiny;/6LtVFrKxJ5a9kjJCgNHqXzhzVTf.jpg;3,2;3;1;80;;;;;;;
46189;tt0051198;The Wings of Eagles;/gusQKpKOFBbvJSvLzTbekmUyOqf.jpg;6,5;13;3;10752;28;18;;;;;
46190;tt0049844;These Wilder Years;/znji7KEKqDFlwKEOHdq1eqJkCja.jpg;5,9;4;1;18;;;;;;;
46195;tt1436562;Rio;/isQ9BSjdF8IrSm2g4WPHSJYN5s9.jpg;6,5;2213;4;16;12;35;10751;;;;
46196;tt0043646;Hollywood Story;/rAZtdwlgHJZH7SuuBTKIGyWLnwD.jpg;5,8;3;1;80;;;;;;;
46197;tt1618421;White Lion;/mPhO8bblDDtMcove3HI52a4XCeR.jpg;7,2;7;3;99;18;10751;;;;;
46198;tt1447793;My Girlfriend's Boyfriend;/d7cTlwJZdJmNi0pUeIWFkM7juRS.jpg;6,1;45;1;35;;;;;;;
46203;tt0119404;Jane Eyre;/fI10TysZI0YPN7trLOFRhPmpqXY.jpg;6,5;12;3;10770;18;10749;;;;;
46217;tt1236471;Darfur;/irAiwtVI4piX0Aw6590f3QjeCkh.jpg;6,1;10;3;18;28;53;;;;;
46221;tt1735485;The Tunnel;/GRxnYP5lp04xyfeDn2PTaOgtoc.jpg;5,6;117;3;27;53;9648;;;;;
46223;tt0080593;Dangerous Davies;/nXPW9LYRiwXsVvGoHMc7Dj8bV1f.jpg;4,5;3;2;80;35;;;;;;
46226;tt0255195;The Goddess of 1967;/k2jQXsq6VRxNZVnYEJ69ym8VNeN.jpg;6,4;9;3;10749;18;35;;;;;
46227;tt0117794;Susie Q;/9KH2neYrgtKCFiLBTPKrRObAVhD.jpg;3,9;8;5;35;18;10751;9648;10770;;;
46230;tt0100324;Pale Blood;/bK3wqPQPj5JGq56bJCtyzJkBAzF.jpg;6;2;3;28;27;53;;;;;
46247;tt0902999;No Time for Nuts;/qacKImWz7Lvyl1Ga6rpWMQiodFK.jpg;7,2;45;3;12;16;10751;;;;;
46260;tt0033022;Saps at Sea;/2U0HKcT0iqmtezOxW0gViBB3Zfq.jpg;6,7;17;1;35;;;;;;;
46261;tt1270761;Don't Be Afraid of the Dark;/5RGZI8ZjV5u1KUlNEejvG43At4c.jpg;5,4;347;3;14;27;53;;;;;
46280;tt0411117;L'annulaire;/kDhFOqsYS41NmCbPckEd0sRn3nW.jpg;5,7;10;2;18;10749;;;;;;
46286;tt0157075;The Suburbans;/5JAJD3W9LqMwtIAnwKEQNLluVFA.jpg;4;11;2;35;18;;;;;;
46302;tt0466766;Drive Thru;/A7jj7Sm99ClbIE96cR0lqQh4mog.jpg;5;31;2;35;27;;;;;;
46333;tt0460898;Pervert!;/lKRFtbYZEwTw4r1ln2yvzgWG4gj.jpg;5,6;21;2;35;27;;;;;;
46336;tt0439182;Four Eyed Monsters;/sW6w6fuSkpAIB4rYiKWXEiAs8xL.jpg;6;10;4;35;18;14;10749;;;;
46351;tt0027697;Great Guy;/81VTSJNWXAi7PegQEcoYoGTxo2N.jpg;6,6;5;3;80;18;9648;;;;;
46359;tt0066982;Demons of the Mind;/8AI1SBS6mpmvcmEUWJchjCbR90X.jpg;6,1;9;2;27;53;;;;;;
46360;tt0099720;Guns;/aW6POmoOqADpJjrqNikRXI2nV0T.jpg;4,4;4;2;28;80;;;;;;
46364;tt0084090;Inseminoid;/2qOJqAjkC7UvIcozhOMSyl0Twqs.jpg;3,6;22;4;10769;27;878;53;;;;
46368;tt1093906;The Rig;/23M2svVRDTO18ByFlBf2yd7s8PA.jpg;3,8;31;4;28;27;878;53;;;;
46391;tt1295068;Prodigal Sons;/rH0eEgj3g4bySv3UNGdtcwcTQc3.jpg;5,5;2;1;99;;;;;;;
46420;tt1316536;The Loved Ones;/fJXQRtkMKAAmnEYDPaZ4BtsAhL3.jpg;6,6;208;1;27;;;;;;;
46421;tt0049621;Please Murder Me;/bqx6ftYNQ7eftvR6Cs6ztnG7ZAW.jpg;6,8;6;2;80;18;;;;;;
46426;tt0819810;Traffic Signal;/r5fwik43w0BG1pKTgvSuySwtToN.jpg;7;1;2;18;10769;;;;;;
46428;tt0373856;Gangaajal;/ihEE4nyTglmbHp4NSZQHtZtnnmK.jpg;5,8;10;3;18;10769;80;;;;;
46429;tt0829176;Gallowwalkers;/7WTMxkdCPlp3BYT0bqPHVrE7SUR.jpg;4;137;2;28;27;;;;;;
46432;tt0833561;Woh Lamhe;/9DogZVMY1rgXMAx0mrEGMkLlToi.jpg;5;3;3;18;10769;10749;;;;;
46434;tt0053045;The Man in the Net;/h3D0cRxNrYBqsfNCRKodilcNwOJ.jpg;5;2;3;18;53;9648;;;;;
46435;tt0151568;Topsy-Turvy;/mUDH3XjYO3AU1alLpWGtkXfU0LK.jpg;6,7;41;3;35;18;10402;;;;;
46439;tt0068448;Daughters of Satan;/3T7zQP81NZx08EO9Sjk4LuqmtGL.jpg;4,9;10;1;27;;;;;;;
46441;tt1576699;Mirrors 2;/9eRiHmKWJd4qNJzoXqKEUCvHNs5.jpg;5,4;110;3;27;9648;53;;;;;
46451;tt1328909;Cummings Farm;/zpCDGG8gzwTPwRxZpuBdYp6dvlH.jpg;3;5;1;35;;;;;;;
46458;tt1185376;Map of the Sounds of Tokyo;/iW186aMlH3xPiZQz5wVq0MVTqXf.jpg;5,8;15;3;53;18;10749;;;;;
46460;tt0080116;Wanda Nevada;/rq97yXRpqigVanFUkrg5RXYLenm.jpg;6,5;9;1;18;;;;;;;
46466;tt0177746;Les Enfants du SiÃ¨cle;/gm1lcDhIoPdLr0rZ09mmfhDEVsu.jpg;6,6;8;2;18;10749;;;;;;
46469;tt0379461;Proteus;/d2B7NeTC6sBZlv3H0zDSgZ1qKxD.jpg;6,7;3;3;18;36;10749;;;;;
46494;tt0127562;Four Boys and a Gun;/iE7VxqLveiXTVtOtT1Q7zTtTEpP.jpg;5;1;2;18;80;;;;;;
46495;tt0064728;The Night of the Following Day;/poN6qkCw1Cutc6dB2TBB08QOwJ6.jpg;5,3;10;2;80;18;;;;;;
46498;tt0062776;Candy;/vykIzBpR2uy2wUnNgUuJjFmHy06.jpg;5,3;12;3;14;35;12;;;;;
46500;tt0088379;The Warrior and the Sorceress;/sJCf4EGnEC1PwEy0nLMs3YQzgUh.jpg;3,3;10;2;28;14;;;;;;
46503;tt1175709;All Good Things;/vhK2BESu5lBskZqWCmtGaH24vDS.jpg;5,9;294;5;18;9648;53;80;10749;;;
46504;tt1337193;Guy and Madeline on a Park Bench;/4ZBq6qqjSJM15IfA6J1qPRrpgOr.jpg;6;11;3;18;10402;10749;;;;;
46510;tt0012278;The High Sign;/gfm1qL4of2ZjVxeL1RLRprALlKN.jpg;7,2;18;2;80;35;;;;;;
46513;tt0913262;The Shadow in the North;/xSBiFF8joGtBnA0nN0FXT9FhT1J.jpg;4,5;4;5;12;80;18;9648;53;;;
46522;tt0083526;The Aftermath;/cgDc9Hdkc6jqHBPRcSyknzpSbR6.jpg;4,7;8;4;28;12;878;27;;;;
46525;tt0048975;Back from Eternity;/cvM0YlGqmqmK0lYRkzxfluieXOI.jpg;6,4;5;2;12;18;;;;;;
46526;tt0783494;The Christmas Card;/9QDdTcEZwGJEVbTZew4V5ragSb8.jpg;4,5;6;3;18;10749;10770;;;;;
46528;tt1032751;The Warrior's Way;/ev5Einzgi2OFxPllt81DxBnfBSu.jpg;6,3;138;5;12;14;28;37;53;;;
46529;tt1464540;I Am Number Four;/36E6t6YgzT4mwgqNt5XbcV4MRNU.jpg;5,9;1606;4;28;53;878;12;;;;
46531;tt0042274;Borderline;/zJHkmetKsH7D9FKh60EdW8J6fpH.jpg;5,4;8;3;80;18;53;;;;;
46534;tt1467088;Sweet Karma;/oKch8nWjMQR1AlBhVnZI1E3yGuE.jpg;5,1;15;2;28;53;;;;;;
46537;tt1245091;Dark and Stormy Night;/2oxtehPTSpT0lKHBLpr2kyJO1IX.jpg;6,3;7;4;27;35;53;9648;;;;
46541;tt1446072;Game of Death;/z25FvJYpgfgibRYz1IBZHknZxme.jpg;4,8;40;3;12;28;53;;;;;
46548;tt0861350;Header;/rdCk2B4IFfAc5HQhIVRkgk1tjvg.jpg;5,8;4;1;27;;;;;;;
46562;tt1268970;The Last Rites of Ransom Pride;/vteS71czUhwLbnlssBn7gkSRPUR.jpg;3,8;7;3;28;18;37;;;;;
46563;tt0038053;Saratoga Trunk;/x1p47FRX7dbPoaYMK6ANw8WlAC5.jpg;4,4;6;2;18;10749;;;;;;
46564;tt1447479;A Marine Story;/i96zitQcdXgkV6hMWyGnGh941RS.jpg;6,3;9;1;18;;;;;;;
46578;tt0078960;The Great American Girl Robbery;/hq3Je0LMOTDw2VdBBy4BfKZfZRF.jpg;2,7;3;2;35;80;;;;;;
46580;tt0051083;Time Limit;/ueZUra3rB6KxzJa3SOtAeEam2e9.jpg;5,5;2;3;18;9648;10752;;;;;
46584;tt1295072;The Trotsky;/5kxYruRZtN4W1CYdwfBuBcgALke.jpg;6,5;32;1;35;;;;;;;
46586;tt0044649;The Gambler and the Lady;/wQkO8F1ue1Ns5LrLuifZsRIjY4c.jpg;5,5;3;3;80;53;18;;;;;
46612;tt1380596;Nature's Great Events;/a9yaDU3St6ynwCZXvpK15uzt99s.jpg;6,2;7;1;99;;;;;;;
46614;tt0038120;Ernie Pyle's Story of G.I. Joe;/lU6tzA1XOsO1YUh15PAllxRBM70.jpg;4,8;8;2;18;10752;;;;;;
46615;tt0051519;Darby's Rangers;/cU5IsLI9mB1aQxKg3tdChnyfhOY.jpg;6;2;3;10752;18;28;;;;;
46616;tt0030293;Joy of Living;/tuWsCWqzH1mOplh1qoOKEv1GHlH.jpg;6;1;2;35;10749;;;;;;
46617;tt0030216;Having Wonderful Time;/fV6BbJnLKmChQAJ4HYSDGYkFd24.jpg;4,3;3;2;35;10749;;;;;;
46623;tt0053715;Cimarron;/rXUeUVdRLut4D8enxSejPWDH2WZ.jpg;5,2;14;4;28;12;18;37;;;;
46625;tt0119062;The End of Violence;/pdvhVK5gglsFRoejBtzKDaMQdEH.jpg;5,1;17;2;18;53;;;;;;
46626;tt0174676;Gang Busters;/oouvjblpsVtgsjCKzJL5UiuLb07.jpg;4,8;3;1;80;;;;;;;
46641;tt1153053;Today's Special;/7EGkPtFasAyduy1rero1Rq7BeJK.jpg;6,2;34;2;35;10749;;;;;;
46660;tt1376709;I Love You Too;/wOB3cuwOS4XvvCr5cxsCpjsHGEk.jpg;5,8;13;3;35;18;10749;;;;;
46661;tt0423510;Warm Springs;/q6T31kmvIsZCFmONCI21NvEwmip.jpg;5,8;6;1;18;;;;;;;
46663;tt1040025;Nochnye Syostry;/ofg9XK8xWU6cbWwsxU7HsHyj2TI.jpg;3;2;2;35;10749;;;;;;
46665;tt1232838;Triple Dog;/4VF7ciXsWLhFuaaqKXa5mAYfxAC.jpg;5,6;34;2;18;53;;;;;;
46667;tt0072229;Superdad;/tEucpLYwBRpeX4hohge4N4oErpG.jpg;4,8;4;1;35;;;;;;;
46681;tt0052287;Terror in a Texas Town;/vMdO2xG0DtJNxa3gnUAwFopeJ4G.jpg;7,1;13;2;28;37;;;;;;
46688;tt0030044;The Dawn Patrol;/rc00pdpgGasng60HJIQS9ktAde2.jpg;6,3;10;3;28;18;10752;;;;;
46689;tt1268204;Waste Land;/4Jgq7Cv5uRfQkb8P1kQ4ldPJudW.jpg;7,6;34;1;99;;;;;;;
46695;tt0245567;Witchcraft;/iZg5j509kusxGGiRu5VnD2KGOHT.jpg;4,8;6;1;27;;;;;;;
46697;tt0107086;Hated:  GG Allin & the Murder Junkies;/plXzEIxSqoVVnmHKzsvEZGxQLJ9.jpg;7,3;16;2;99;10402;;;;;;
46705;tt1120985;Blue Valentine;/r8l15gDSQMupjKXEyXkOMkRpcsn.jpg;6,9;911;2;18;10749;;;;;;
46713;tt1563719;Hunt to Kill;/w61WF6QkcPMxw1Br5wM7AFKMlGp.jpg;4,9;36;3;28;12;53;;;;;
46717;tt0110146;Intersection;/hbvvJp607bcPV6SKKEouVN3UrVX.jpg;5,1;40;2;18;10749;;;;;;
46718;tt1663633;DC Showcase: Green Arrow;/37m5NEMxwV9RXwHzUMiW81WEHTw.jpg;7,3;30;2;16;12;;;;;;
46724;tt0052997;The League of Gentlemen;/awSuc1z7Zj5MFjguZuzwu6AUnB2.jpg;7,1;21;3;35;80;53;;;;;
46725;tt0113421;Indictment: The McMartin Trial;/6H7W7II2JNynN4EmDw9ou4BlHzP.jpg;6,1;7;2;10770;18;;;;;;
46727;tt0155197;Speedway Junky;/mldjb8EYkQo9L5oP8n1pmYnFWMJ.jpg;5,2;7;3;10749;18;80;;;;;
46729;tt0475271;Fetching Cody;/sjZMlViQ8wioVB1vwvIG3R6d8V.jpg;6,8;6;5;35;18;14;10749;878;;;
46732;tt0113211;The Grass Harp;/pcdi92LC26RW3zm97SwF3NXYTUr.jpg;6,1;4;3;35;18;10751;;;;;
46734;tt1105740;Eva;/lPwIqY6NgaMbPeY6lPtVire17IO.jpg;5;1;3;18;10749;10769;;;;;
46737;tt1227170;Passenger Side;/5UQM67KcLIlz9ys1YRqKMYvCX8E.jpg;5,7;9;2;35;18;;;;;;
46740;tt0202477;Monty Python's Fliegender Zirkus;/heJJJmZbPVeimgNRIqxpP7pbjNd.jpg;7,8;6;1;35;;;;;;;
46743;tt0091706;Out of Bounds;/1AjBiKy9krD4GUa96figOQAI82a.jpg;5,9;5;4;18;28;80;53;;;;
46757;tt0055073;The Last Sunset;/8NQUjYhoM1jKm5jr33OCowqXk2r.jpg;6,5;13;2;28;37;;;;;;
46758;tt0002461;Richard III;/zM9IT7IeUJ2pY42vx8OhUgklVMu.jpg;0;1;1;18;;;;;;;
46776;tt0062739;The Bliss of Mrs. Blossom;/oYpupWBBPRvcTJ0Y5uZzy5kbYfd.jpg;8;3;2;35;10749;;;;;;
46780;tt0059369;Kustom Kar Kommandos;/vM6SkNTimJxPpphVg21o71PRVUW.jpg;7,1;10;1;10402;;;;;;;
46783;tt0168787;Fiona;/il8xe8dbpOrTP0Z2D4ve8ash8jW.jpg;5,7;5;1;18;;;;;;;
46784;tt0042872;Rabbit's Moon;/aFzADkUv4ecjKhPfmTLxByNvjxx.jpg;7;10;1;18;;;;;;;
46786;tt0097521;Homer and Eddie;/aMY8AQwUbZnUtpG5NTZooo7cvhG.jpg;5,6;11;2;18;35;;;;;;
46787;tt0058555;Scorpio Rising;/fs9QDvOzOpZCaa2rv1U57jAFfYU.jpg;7,4;27;1;14;;;;;;;
46788;tt1488163;Trash Humpers;/yEOvlBRY55w3CYk0QlZazAcMKBc.jpg;5;24;2;27;18;;;;;;
46797;tt0111454;Tom & Viv;/vLh2r5QyIooLhmYNYEaSZ4Jxsav.jpg;5,8;8;2;18;10749;;;;;;
46798;tt0168589;La ciudad;/abBdx8J84KbkGGE7PxBoXQ2onUS.jpg;7,6;9;1;18;;;;;;;
46806;tt0346932;Eloise at the Plaza;/bdxBapcOvqfndDDrnrg8rv0STHN.jpg;5,7;14;3;35;10751;9648;;;;;
46809;tt0064542;Kevade;/6yw2ZGKtxN8HhfvCqf4N3SEC4Gw.jpg;6,6;6;2;18;35;;;;;;
46812;tt1400526;Lost Boys: The Thirst;/gltzd8ziXXz1aO4xTJ2yNHbLPX2.jpg;5,4;46;3;28;12;35;;;;;
46813;tt0023956;Don Quixote;/paGBPnnFpFWqAAZRNG9BCJRn7L7.jpg;2,5;2;3;12;35;18;;;;;
46827;tt0117442;Rasputin;/x7BIsMJZMLf6DsAYxbUeKdXM9H3.jpg;5,4;13;2;36;18;;;;;;
46828;tt0108187;Son of the Pink Panther;/zErVsM8QjhpZn6yR54qGhvdC80O.jpg;3,8;44;1;35;;;;;;;
46829;tt1423894;Barney's Version;/kJMNRVHqJkumHNT1sW9geSj1m52.jpg;7,2;131;2;35;18;;;;;;
46830;tt0089820;Poison Ivy;/wh2MyRgRLndhzUv609n9ojHZvR1.jpg;5,4;7;2;35;10749;;;;;;
46835;tt0126651;Santitos;/jwD6dboXVeGAa7CJ7cK4wRPo5VY.jpg;6,3;2;3;18;10769;10749;;;;;
46836;tt0092216;Willy/Milly;/jDYR3DS8UKc73ldaF7ASPw4qREK.jpg;6;1;2;35;14;;;;;;
46837;tt1523483;Kaboom;/iLzwD46yuYiMAXaReS61wtQZ51F.jpg;5,5;113;3;878;35;9648;;;;;
46838;tt1465522;Tucker and Dale vs Evil;/lNaivZXcad1bXDoptUzV3PQ2Ms0.jpg;7,3;860;2;35;27;;;;;;
46845;tt0067388;Man in the Wilderness;/qjWXZKsjDieaOFmGc5rP4hy8Fi6.jpg;6,1;36;3;12;18;37;;;;;
46849;tt0465407;Eye of the Dolphin;/7mfolSgRQJIYO0WVgGtqCeFYBXA.jpg;7,1;7;1;18;;;;;;;
46857;tt0385243;Somnambuul;/2SIJhJKj5wvTN57vENC2RIgvyku.jpg;5,3;2;1;18;;;;;;;
46869;tt0384037;Love on the Side;/sS2ceJT9ImxkwRqv6YCaUsWjcUI.jpg;5,7;6;2;10749;35;;;;;;
46871;tt0431045;Eve and the Fire Horse;/ubDGKtkVfvcoetiKeUS5BrhEGQa.jpg;7;2;1;18;;;;;;;
46872;tt0044072;The Steel Helmet;/89cJimXuHXGohouVAYLTQhvo92s.jpg;7;26;3;18;10752;28;;;;;
46875;tt0043540;Fixed Bayonets!;/jmBJXJFTpVIvw2NiFAxmhFHyrXf.jpg;6,1;7;3;28;18;10752;;;;;
46883;tt0914382;Quiet City;/vn4iLUhXYAtoVXgXeQ2L7fFZZBr.jpg;6,6;7;2;18;10749;;;;;;
46884;tt0053351;They Came to Cordura;/A0fuySNnilTSi2CgkfxAFkC9jhn.jpg;6,2;6;4;28;12;18;10752;;;;
46885;tt0083296;Visiting Hours;/aMIDKHxSeemWpO8Jp5fBoMagHPl.jpg;5,4;22;2;27;53;;;;;;
46886;tt1421032;Disko ja tuumasÃµda;/oMGFfB8zQmA477pCHIjgwVytgk6.jpg;5,3;2;1;99;;;;;;;
46888;tt0819791;The One Percent;/5WH6mmdlgUp8xqKIugtKQBiu1T9.jpg;6,3;7;1;99;;;;;;;
46889;tt0120722;Living Out Loud;/rZgoi72TurIZq7SOL2gD2fY5SIN.jpg;5,4;12;3;35;18;10749;;;;;
46897;tt0288114;The Mark of Cain;/fCU3YSbMg1B5Ph41CIQPyc1XZSm.jpg;7,3;2;2;99;18;;;;;;
46898;tt0068903;Malcolm X;/akmZx0MnReUfLETk1ntxV6OD5m7.jpg;7,5;2;1;99;;;;;;;
46902;tt0462579;The Treatment;/go1uFOUpCI2nefbsv0i7SsLPb69.jpg;6;4;3;35;18;10749;;;;;
46909;tt1425933;Skeletons;/eruN1quRq47ViOxmrU3YfejxJMu.jpg;6,3;14;5;14;35;53;9648;10769;;;
46910;tt0025423;The Lost Patrol;/hgRUKYhjMpzJae9Ni6LYoZQ6u0n.jpg;5,9;18;2;28;10752;;;;;;
46915;tt0087561;King Lear;/rzOBh6yRq7mAB8DsIPltdq44CAw.jpg;7;1;1;18;;;;;;;
46923;tt0384328;Mehed ei nuta;/33BZQaFm1Kw1HERAwppjZYY0Tiw.jpg;7,1;4;1;35;;;;;;;
46924;tt0106379;Being Human;/eFf8wEH273Bij2O9d9LCLDu4fdU.jpg;5;15;3;18;35;14;;;;;
46925;tt0084690;Six Pack;/etxC3zXOFWPHBxDEhBMqiwMj4CM.jpg;5,8;8;3;18;35;10751;;;;;
46927;tt1071228;Mina olin siin;/l4GAfRUagiUySPiEowWdwPuyZWu.jpg;5,9;4;2;80;18;;;;;;
46929;tt0039404;Fun & Fancy Free;/1OuUZOWCSwPSxkZZeArFSA01LlV.jpg;6,2;64;3;16;10751;10402;;;;;
46930;tt0979917;Magnus;/5lOstgvKNCGisWto2O3JcYHQEHe.jpg;5,8;5;1;18;;;;;;;
46931;tt0459913;Georg;/quAhVnwe6g1UH7ipKODbcOVFQcJ.jpg;5,2;3;2;18;10402;;;;;;
46932;tt0042949;Seven Days to Noon;/oFC0RwKxUwq1dIwfzfzactncgjf.jpg;6,4;7;2;18;53;;;;;;
46934;tt1183911;Mr. Nice;/7DRtzmYGVy2ijWop2RKbtOdRbNx.jpg;6;52;3;35;80;18;;;;;
46941;tt0068850;Love and Pain and the Whole Damn Thing;/a5tfRPV4Zl1Pd7OIs0XGhMG3ZhN.jpg;6;1;2;18;10749;;;;;;
46943;tt0254703;The Point Men;/zNeO3ygV4sgsV0ERrJQzuCbTk8C.jpg;4;7;3;28;18;53;;;;;
46948;tt0091786;Power;/o6vGfyfBzCUCTX03061kxgD52Ty.jpg;5,6;14;1;18;;;;;;;
46963;tt0213689;The Grinch Grinches the Cat in the Hat;/z8y4jyrGe74fJ1qxG1WRUMsGxZI.jpg;9;3;2;16;10751;;;;;;
46967;tt1717578;Bill Burr: Let It Go;/8ojrpI8QKpcedkp9OBYA418k4Fh.jpg;8;21;1;35;;;;;;;
46971;tt0090323;Wild Geese II;/cPWVnUhwTJzM5blBzQEqXaS09rB.jpg;4;11;1;28;;;;;;;
46972;tt0101444;Big Girls Don't Cry... They Get Even;/gWG6PMlu1jTst0HPokQ1FjskxLg.jpg;4,6;5;3;35;18;10751;;;;;
46973;tt0081109;The Man Who Saw Tomorrow;/yGUWNyTnKwsk64YuCmHA01onFke.jpg;6,4;6;1;18;;;;;;;
46975;tt0093935;The Secret Garden;/AoJX6SvkFmTEhGRIMTww2AXXk9z.jpg;7,4;17;3;10770;18;10751;;;;;
46976;tt0094331;Wish You Were Here;/cCPU3K1QUXAElgKvKTSDlGVPtdi.jpg;5,8;18;4;35;18;10769;10749;;;;
46986;tt0113080;Flirt;/AhXeYGLQOgJWuZehZyAUGt8HLrT.jpg;7,5;4;2;18;10749;;;;;;
46989;tt0290145;Blue Car;/2crGXpI437Fs8pfNTTuwf7Rhzxv.jpg;6,7;13;1;18;;;;;;;
46992;tt0150915;Hilary and Jackie;/2a3ZmHS7IrOGG46hrbSS3qJJk6d.jpg;6,5;23;2;10402;18;;;;;;
46995;tt0042700;Madeleine;/nFxEd9bEWoFk3MQoNRD0nxxLI7a.jpg;6,8;3;2;80;18;;;;;;
46998;tt1314242;Î¤Î¿ ÎšÎ±ÎºÏŒ - Î£Ï„Î·Î½ ÎµÏ€Î¿Ï‡Î® Ï„Ï‰Î½ Î·ÏÏŽÏ‰Î½;/oRx2omU5brPBjjYr0AZGCvN0F55.jpg;5,4;6;2;10769;27;;;;;;
47001;tt0052289;The Thing That Couldn't Die;/cQ57UrkOOeWOmb3t2M1lXy0iQeJ.jpg;7,5;8;1;27;;;;;;;
47003;tt0061557;The Deadly Bees;/ecGIP2ixcNSD4mJMcDRyUXb3Cbx.jpg;5;6;4;27;10769;53;9648;;;;
47011;tt0176227;Tempo di viaggio;/63LhifN9elF1TlUnq4fdHATfxVY.jpg;5,8;7;2;99;10769;;;;;;
47018;tt0112637;Carrington;/a7w6rPdTBgWAx6lnhwHemPx9pEw.jpg;6,4;16;3;36;18;10749;;;;;
47038;tt0086113;The Pit;/lVrCPMeQY3XMPtRJrXwfUkSePcf.jpg;6;28;3;27;9648;53;;;;;
47045;tt0098308;She's Out of Control;/wGB8KWwGN7RLCkKpvFe9UMSpVdk.jpg;4,7;24;2;35;10749;;;;;;
47055;tt1694015;Cool It;/1MlKiqC4ch1Y4gzJdVjcy8csIIr.jpg;6;2;1;99;;;;;;;
47057;tt0094670;The Appointments Of Dennis Jennings;/bbDBMttCbAHqC7iPIiOTah1yiYG.jpg;7;1;1;35;;;;;;;
47059;tt1653827;Boxing Gym;/noxlevfmuVjEkYlLwUl5nAGziao.jpg;5,6;4;1;99;;;;;;;
47065;tt1136688;Tales of an Ancient Empire;/kk272E9aP7vF5oH6vgYF2IlR7w4.jpg;2,5;7;6;12;14;27;28;53;878;;
47070;tt0096978;Brenda Starr;/j3GXTuCwqXZSywIaRRtpEctoAg6.jpg;5,1;7;2;12;14;;;;;;
47072;tt0162958;Final Cut;/r1BAHYvTnEkIW0AHepp2p2m9gL8.jpg;5,5;7;3;18;10769;53;;;;;
47075;tt1340123;Samson and Delilah;/9MjgcbZQGqgwP48B9ulNH0sQkGX.jpg;5,7;19;3;18;10769;10749;;;;;
47084;tt1178522;Little Dorrit;/aj91KU7lZNrx7NtobMnib5QMC0x.jpg;7,5;8;1;18;;;;;;;
47088;tt1361313;The Extra Man;/vYbwY3GK8BJr2kNKr2M7PV2DhuE.jpg;5,9;29;1;35;;;;;;;
47089;tt0379199;O Caminho das Nuvens;/8GiNluIdcK9HymuIC3lkLWh0K92.jpg;6,7;8;2;18;10769;;;;;;
47090;tt0100369;The Pit and the Pendulum;/hkqnTzHaLWF5zIiVA2UlQ63AZFH.jpg;5,7;29;1;27;;;;;;;
47095;tt0107148;House of Cards;/8uSixp8M503aJd0BU711iI8JmTd.jpg;6,7;17;1;18;;;;;;;
47105;tt0107376;Latcho Drom;/t1n3F1fmuQt0BcwGjEtfywOXPpN.jpg;6,3;10;2;10402;99;;;;;;
47110;tt1309409;Î‘Ï…ÏƒÏ„Î·ÏÏŽÏ‚ ÎšÎ±Ï„Î¬Î»Î»Î·Î»Î¿;/AkjzdgSVZlok7IT993L0sjsWciE.jpg;7,5;4;1;35;;;;;;;
47115;tt0260924;A Gentleman's Game;/nxNPiTMzNKbw701DS3R9erwlv0F.jpg;4,2;3;1;18;;;;;;;
47122;tt0054880;Flaming Creatures;/13VdvNqQza3ZaxwtwiI54H0AWVs.jpg;5,4;10;1;18;;;;;;;
47149;tt0047087;Highway Dragnet;/4I6FY60iq6JuTlQtdHz7xzXFUd.jpg;5,6;4;3;80;18;53;;;;;
47150;tt0065180;Viimne reliikvia;/fRoFU97pWHDD7DYyPmLfIFSCnhM.jpg;6,8;3;3;12;36;10749;;;;;
47155;tt0035114;Nazi Agent;/zW8drxft96EQTQdZeUAJUvzYSrl.jpg;6;1;1;53;;;;;;;
47156;tt0031500;It's a Wonderful World;/aCWQwgRwK0vjs5nsMlGTjUXFwkR.jpg;4,7;6;4;35;80;9648;10749;;;;
